Price,Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized
25000000,4.0,3.0,13.0,0,1,0,0,1,0
16500000,2.0,3.0625,14.0,0,1,0,1,0,0
46000000,2.75,7.0,13.0,0,1,0,1,0,0
30000000,3.0,7.5,15.0,1,0,0,1,0,0
28000000,3.0,5.0,13.0,0,1,0,0,1,0
35000000,2.75,4.25,13.0,0,1,0,1,0,0
49000000,2.75,4.5,12.0,0,1,0,1,0,0
21500000,3.0,3.5,13.0,0,1,0,0,1,0
25500000,3.0,5.0,20.0,0,1,0,0,1,0
16500000,2.75,3.0625,13.0,0,1,0,0,1,0
22000000,2.75,4.25,13.0,0,1,0,0,1,0
70000000,2.0,12.0,14.0,0,1,0,1,0,0
39500000,3.0,5.75,20.0,0,1,0,1,0,0
18000000,1.0,5.25,12.0,0,1,0,1,0,0
22000000,3.0,3.0,14.0,0,1,0,0,0,1
47000000,2.75,6.0,13.0,0,1,0,1,0,0
22500000,2.75,3.0,12.0,0,1,0,0,1,0
45000000,3.0,8.0,20.0,0,1,0,1,0,0
22000000,3.0,5.0,14.0,0,1,0,0,1,0
17000000,2.0,4.0,13.0,0,0,1,0,1,0
30000000,4.0,4.0,30.0,0,1,0,1,0,0
19000000,3.0,4.0625,13.0,0,0,1,0,1,0
12000000,1.0,2.6875,10.0,0,1,0,0,1,0
20000000,2.75,4.0,15.0,0,1,0,0,0,1
17000000,2.75,3.0,13.0,0,0,1,1,0,0
17000000,2.75,3.0,10.0,0,1,0,0,1,0
44000000,3.0,4.0,15.0,0,1,0,1,0,0
100000000,3.0,20.0,20.0,0,1,0,1,0,0
96000000,3.0,18.0,20.0,0,1,0,1,0,0
28500000,3.0,4.5,20.0,0,1,0,1,0,0
22500000,2.75,4.0,16.0,0,1,0,1,0,0
41000000,2.75,8.1,15.0,0,1,0,1,0,0
65000000,3.0,6.5,15.0,0,1,0,1,0,0
35000000,3.0,6.5,32.0,0,1,0,1,0,0
20000000,2.75,3.25,13.0,0,1,0,1,0,0
18000000,2.75,3.0,16.0,0,1,0,1,0,0
35000000,2.75,7.0,15.0,0,1,0,0,1,0
17600000,2.75,2.8125,13.0,0,0,1,0,0,1
18500000,2.75,3.5,13.0,0,1,0,0,1,0
25000000,3.0,5.5,12.0,0,0,1,0,1,0
33000000,4.0,5.0,12.0,0,1,0,1,0,0
22500000,3.0,3.0,13.0,0,1,0,1,0,0
27500000,3.0,4.0,13.0,0,1,0,1,0,0
23800000,3.0,4.0,13.0,0,0,1,0,1,0
18500000,2.75,3.5,12.0,0,1,0,0,0,1
33000000,2.75,6.25,12.0,0,1,0,0,1,0
23000000,3.0,4.0,12.0,0,1,0,1,0,0
19000000,2.75,2.75,10.0,0,1,0,1,0,0
29800000,2.75,5.5,15.0,0,1,0,1,0,0
26200000,2.75,6.25,13.0,0,1,0,1,0,0
41000000,2.0,8.25,13.0,0,1,0,1,0,0
42000000,2.75,7.0,15.0,0,1,0,1,0,0
25500000,3.0,4.5,13.0,0,1,0,1,0,0
32000000,2.75,4.0,13.0,0,1,0,1,0,0
49500000,2.75,9.0,16.0,0,0,1,1,0,0
80000000,2.75,9.0,20.0,0,0,1,1,0,0
17000000,3.0,3.0,12.0,0,1,0,1,0,0
10000000,1.0,3.0,13.0,0,0,1,1,0,0
30000000,4.0,3.5,33.0,0,0,1,1,0,0
22500000,3.0,3.5,13.0,0,1,0,1,0,0
22000000,2.0,5.0,15.0,0,1,0,0,1,0
36000000,2.75,6.75,20.0,0,1,0,0,1,0
13200000,2.0,2.5,13.0,0,1,0,0,1,0
29000000,4.0,4.25,32.0,0,1,0,0,1,0
20500000,2.75,5.0,20.0,0,1,0,1,0,0
27000000,2.75,3.5,10.571428571428571,0,1,0,0,0,1
19500000,3.0,3.5,13.0,0,0,1,0,1,0
19500000,2.75,4.25,13.0,0,1,0,1,0,0
26500000,3.0,4.0,13.0,0,1,0,1,0,0
25500000,3.0,4.0,13.0,0,1,0,1,0,0
29500000,3.0,6.9375,15.0,0,1,0,1,0,0
23500000,3.0,4.1,13.0,0,1,0,1,0,0
19000000,3.0,3.1875,10.0,0,0,1,0,1,0
23500000,3.0,3.75,20.0,0,0,1,0,1,0
18000000,3.0,3.0,11.0,0,0,1,0,1,0
18500000,3.0,3.25,13.0,0,0,1,0,1,0
24500000,3.0,4.5,10.0,0,1,0,0,1,0
33000000,3.0,4.5,8.0,0,1,0,0,1,0
21500000,3.5,7.0,15.0,1,0,0,0,1,0
26000000,2.75,5.25,12.0,0,0,1,1,0,0
51000000,2.0,14.0,14.0,0,1,0,1,0,0
26500000,2.0,4.0,16.0,0,0,1,0,1,0
29500000,2.75,4.0,11.0,0,0,1,0,0,1
40000000,3.0,3.0,20.0,0,1,0,0,0,1
17500000,3.0,11.0,20.0,0,1,0,0,1,0
90000000,3.0,20.0,15.0,0,1,0,1,0,0
11000000,1.0,3.0,14.0,0,0,1,0,1,0
70000000,3.0,9.0,13.0,0,1,0,1,0,0
17900000,3.0,3.5,14.0,0,1,0,0,1,0
34500000,3.0,7.0,15.0,0,1,0,1,0,0
41000000,3.0,7.0,20.0,0,1,0,1,0,0
36500000,5.0,6.0,14.0,0,1,0,1,0,0
21000000,2.0,3.5,13.0,0,1,0,0,1,0
38000000,2.75,8.0,14.0,0,1,0,1,0,0
17500000,3.0,3.2,14.428571428571429,0,1,0,0,0,1
27000000,2.75,9.0,10.571428571428571,0,1,0,0,0,1
13000000,1.0,3.9375,13.0,0,0,1,0,1,0
17800000,3.0,3.1,12.0,0,1,0,1,0,0
21800000,3.0,3.5,12.0,0,1,0,1,0,0
29000000,2.75,3.75,10.0,0,1,0,1,0,0
23000000,2.0,3.1,15.0,0,1,0,0,1,0
29000000,3.0,4.0,12.0,0,1,0,1,0,0
70000000,2.0,16.0,20.0,0,1,0,1,0,0
37500000,2.75,4.5,22.0,0,1,0,1,0,0
42500000,3.0,6.5,10.0,0,1,0,1,0,0
22000000,2.75,4.0,22.0,0,1,0,0,1,0
30000000,3.0,4.0,20.0,0,1,0,0,0,1
17500000,2.75,3.0,13.0,0,0,1,0,0,1
76000000,2.75,5.0,22.0,0,0,1,0,0,1
12000000,1.0,2.0452885317750185,20.0,0,0,1,1,0,0
26000000,2.75,4.0,13.0,0,0,1,1,0,0
29800000,2.75,5.0,13.0,0,1,0,1,0,0
25000000,3.0,4.6875,12.0,0,1,0,0,1,0
32000000,2.75,6.0,12.0,0,1,0,1,0,0
17000000,2.0,4.1,11.0,0,1,0,0,0,1
35000000,2.0,5.6875,20.0,0,1,0,1,0,0
30000000,3.0,4.0,13.0,0,0,1,1,0,0
22000000,2.75,5.4375,30.0,0,1,0,1,0,0
24000000,2.75,3.75,13.0,0,1,0,0,0,1
21000000,3.0,3.5625,15.0,0,1,0,0,0,1
22500000,2.0,3.625,13.0,0,1,0,0,1,0
28000000,2.75,4.0,15.0,0,1,0,0,1,0
25000000,2.75,8.0,14.0,0,0,1,0,1,0
24000000,3.0,4.0,15.0,0,1,0,1,0,0
24000000,3.0,4.0,14.0,0,1,0,1,0,0
21000000,3.0,3.0,13.0,0,0,1,1,0,0
12500000,2.0,3.0,13.0,0,0,1,0,1,0
27500000,3.0,4.0,26.0,0,1,0,0,1,0
24000000,3.0,4.0,15.0,0,1,0,1,0,0
24000000,3.0,4.0,13.0,0,1,0,1,0,0
24500000,2.75,3.3,12.0,0,1,0,0,0,1
28500000,3.0,4.5,18.0,0,0,1,1,0,0
62000000,3.0,10.0,15.0,0,1,0,1,0,0
42500000,4.0,6.0,15.0,0,1,0,1,0,0
24500000,3.0,4.0,30.0,0,1,0,0,1,0
45000000,3.0,8.0,15.0,0,1,0,1,0,0
33000000,2.75,6.5,18.0,0,1,0,1,0,0
80000000,2.75,10.875,12.0,0,1,0,1,0,0
46500000,2.0,4.0,21.0,0,0,1,1,0,0
34000000,3.0,4.0,15.0,0,1,0,1,0,0
21500000,3.0,7.888970051132214,12.0,0,1,0,1,0,0
23500000,2.75,3.25,15.0,0,1,0,1,0,0
42000000,2.5,4.0,20.0,0,1,0,1,0,0
46000000,2.75,8.0,13.0,0,1,0,1,0,0
33000000,3.0,5.25,13.0,0,0,1,0,0,1
19000000,3.0,3.2,11.058823529411764,0,1,0,0,0,1
30500000,3.0,5.0,15.0,0,1,0,1,0,0
21000000,2.0,3.0,14.0,0,1,0,1,0,0
55000000,2.75,8.0,15.0,0,1,0,0,1,0
40000000,2.5,6.0,15.0,0,1,0,0,1,0
10600000,1.0,3.0,10.0,0,1,0,0,0,1
19000000,3.0,5.551497443389335,15.0,0,0,1,0,1,0
20000000,2.75,14.0,20.0,0,1,0,0,0,1
39000000,3.0,5.0,14.0,0,1,0,0,0,1
39000000,2.0,10.0,13.0,0,1,0,0,0,1
26000000,2.75,6.375,16.0,0,1,0,0,0,1
33000000,4.0,7.0,20.0,0,1,0,0,0,1
24500000,2.75,4.0,14.0,0,1,0,0,0,1
61500000,2.75,18.0,15.0,0,1,0,0,0,1
70000000,3.0,10.0,12.0,0,1,0,0,0,1
70000000,4.0,16.0,9.0,0,0,1,0,0,1
35000000,3.0,8.31263696128561,12.0,0,1,0,1,0,0
25000000,2.75,4.0,16.0,0,1,0,0,1,0
10500000,1.0,3.2,12.0,0,1,0,0,1,0
19500000,3.0,4.0,14.0,0,0,1,0,0,1
97500000,2.0,24.0,20.0,0,0,1,0,0,1
38000000,3.0,6.1,14.0,0,1,0,0,0,1
29500000,3.0,7.0,20.0,0,1,0,0,0,1
43500000,3.0,3.85,20.0,0,1,0,0,0,1
22000000,3.0,3.25,20.0,0,1,0,0,0,1
29500000,3.0,6.0,18.0,0,0,1,1,0,0
45000000,2.75,7.0,12.0,0,1,0,0,0,1
22500000,4.0,4.0,20.0,1,0,0,0,0,1
18000000,3.0,3.5,13.0,0,1,0,0,0,1
34500000,4.0,6.3,12.0,0,1,0,0,0,1
72500000,2.75,14.0,20.0,0,1,0,0,0,1
11500000,1.0,3.0,13.0,0,1,0,0,1,0
27500000,2.75,5.0,13.0,0,1,0,0,0,1
31500000,2.75,4.0,20.0,0,1,0,0,0,1
37500000,3.0,5.0,14.0,0,1,0,1,0,0
17500000,3.0,4.0,16.0,0,1,0,0,0,1
37500000,3.0,6.0,20.0,0,1,0,0,0,1
25000000,1.0,7.0,13.0,1,0,0,0,1,0
18000000,3.0,3.0,13.0,0,1,0,0,0,1
45000000,2.75,7.125,20.0,0,1,0,1,0,0
57500000,3.0,7.0,20.0,0,1,0,0,0,1
29000000,3.0,3.375,20.0,0,1,0,1,0,0
17800000,2.0,3.25,15.0,0,1,0,0,1,0
29000000,2.5,4.0,15.0,0,1,0,1,0,0
51000000,3.0,8.0,15.0,0,1,0,1,0,0
29000000,3.0,5.1875,20.0,0,1,0,0,1,0
75000000,5.0,6.5,20.0,1,0,0,1,0,0
26500000,3.0,3.5,12.0,0,1,0,0,0,1
41000000,3.0,4.0,12.0,0,1,0,1,0,0
30000000,3.0,6.0,12.0,0,1,0,0,0,1
14200000,2.0,3.25,13.0,0,1,0,0,0,1
17500000,3.0,3.5,13.0,0,1,0,0,0,1
20000000,2.0,4.0,13.0,0,1,0,1,0,0
15000000,1.0,5.0,11.0,0,1,0,0,0,1
70000000,4.5,13.0,14.0,0,1,0,0,1,0
16500000,3.0,3.1,10.0,0,1,0,1,0,0
53000000,3.0,7.5,15.0,0,1,0,1,0,0
43000000,3.0,8.0,12.0,0,1,0,0,1,0
21500000,3.0,6.0,20.0,1,0,0,0,0,1
24500000,2.0,3.5,13.12336,0,1,0,0,0,1
80000000,4.0,8.0,29.52756,0,1,0,0,0,1
33500000,3.0,5.0,20.0,0,1,0,1,0,0
32000000,2.75,5.0,10.0,0,1,0,1,0,0
35000000,3.0,4.0,16.0,0,1,0,1,0,0
25500000,2.5,4.2,14.0,0,0,1,0,1,0
24000000,3.0,4.0,13.733333333333333,0,0,1,0,0,1
18700000,3.0,5.25,7.0,0,1,0,0,0,1
16500000,3.0,3.5,13.0,0,0,1,1,0,0
25000000,4.0,3.0,13.0,0,1,0,0,0,1
31800000,3.0,5.1,14.0,0,1,0,1,0,0
27500000,2.75,4.0,13.0,0,1,0,0,1,0
26000000,3.0,4.1,15.0,0,1,0,1,0,0
42500000,2.75,5.5,20.0,0,1,0,0,0,1
60000000,3.0,9.0,13.0,0,1,0,0,0,1
40000000,2.5,6.1,20.0,0,1,0,1,0,0
29500000,2.75,3.75,11.0,0,1,0,0,0,1
19000000,2.0,3.1,24.0,0,1,0,1,0,0
32500000,2.75,5.5,16.0,0,1,0,0,1,0
44500000,3.0,6.5,16.0,0,0,1,0,1,0
32000000,3.0,5.0,15.0,0,1,0,0,1,0
26000000,3.0,4.3,12.0,0,1,0,1,0,0
25000000,3.0,5.0,13.0,0,1,0,1,0,0
17500000,3.0,4.0,16.0,0,1,0,1,0,0
12500000,1.0,3.0,13.0,0,1,0,0,1,0
70000000,3.0,15.0,12.0,0,1,0,1,0,0
14200000,1.0,3.5,20.0,0,0,1,0,1,0
30000000,3.0,6.0,10.0,0,1,0,0,0,1
12800000,1.0,3.2,12.0,0,1,0,0,1,0
25000000,3.0,5.5,13.0,0,1,0,0,0,1
12500000,1.0,3.25,10.0,0,1,0,0,0,1
23000000,3.0,4.0,12.0,0,1,0,0,0,1
25000000,2.75,4.0,13.0,0,1,0,0,0,1
39000000,5.0,3.0,36.08924,0,1,0,0,0,1
20500000,3.0,4.0,10.0,0,0,1,0,1,0
27500000,3.0,4.25,13.0,0,1,0,1,0,0
16500000,3.0,3.0,10.0,0,1,0,0,1,0
32000000,3.0,5.25,13.0,0,1,0,1,0,0
42000000,4.0,11.0,13.6,0,0,1,1,0,0
66000000,3.0,8.3,40.0,0,1,0,1,0,0
17000000,3.0,3.1,13.0,0,1,0,1,0,0
13000000,2.0,3.2,13.0,0,1,0,1,0,0
19500000,4.0,3.5,20.0,1,0,0,0,0,1
55000000,2.75,9.934258582907232,17.363025,0,1,0,0,0,1
22500000,2.75,5.200876552227904,20.0,0,1,0,0,0,1
30000000,2.75,4.032140248356464,36.08924,0,1,0,0,0,1
20000000,2.75,4.382761139517896,12.9375,0,1,0,0,0,1
65000000,2.75,12.0,13.0,0,1,0,0,0,1
28000000,2.75,6.5,13.0,0,1,0,0,0,1
23000000,3.0,5.625,20.0,0,1,0,0,0,1
35000000,3.0,3.0,20.0,0,0,1,0,0,1
70000000,3.0,10.0,13.0,0,0,1,0,0,1
80000000,2.75,14.75,13.0,0,1,0,0,0,1
22500000,3.0,3.3,13.0,0,0,1,0,0,1
60000000,3.0,10.0,20.0,0,0,1,0,0,1
22700000,3.0,3.5,12.0,0,1,0,0,1,0
19800000,3.0,3.5,12.0,0,1,0,0,1,0
33500000,3.0,6.0,14.0,0,1,0,0,0,1
52500000,3.0,5.0,11.0,0,1,0,0,0,1
15100000,2.0,3.2,15.40574557213761,0,0,1,0,0,1
25000000,3.0,4.5,13.0,0,1,0,0,0,1
17000000,3.0,3.1,12.9,0,1,0,0,0,1
25500000,3.0,3.3125,12.454545454545455,0,1,0,0,0,1
22500000,3.0,3.5,14.19047619047619,0,1,0,0,0,1
34500000,3.0,4.2,19.68504,0,1,0,0,0,1
52500000,3.0,15.0,13.0,0,1,0,0,1,0
20500000,2.75,5.0,14.0,0,1,0,0,1,0
39077000,3.0,8.5,16.0,0,0,1,1,0,0
31000000,4.0,4.0,14.0,0,1,0,0,1,0
27000000,3.0,3.375,22.0,0,0,1,1,0,0
21500000,3.0,4.5,10.0,0,0,1,0,0,1
25500000,4.0,5.0,10.0,1,0,0,0,0,1
40000000,3.0,8.0,20.0,0,0,1,0,0,1
20000000,3.0,4.2,12.0,0,1,0,0,1,0
32500000,3.0,6.875,13.0,0,1,0,0,1,0
45000000,3.0,8.0,20.0,0,1,0,0,1,0
21500000,3.0,4.0,13.12336,0,1,0,1,0,0
70000000,3.0,16.0,20.0,0,1,0,1,0,0
47500000,2.75,8.0,16.0,0,1,0,0,1,0
25000000,2.75,5.259313367421475,12.916666666666666,0,1,0,0,0,1
45000000,2.75,10.81081081081081,14.904761904761905,0,1,0,0,0,1
45000000,2.75,10.81081081081081,14.904761904761905,0,1,0,0,0,1
35000000,2.75,7.158509861212564,17.962962962962962,0,1,0,0,0,1
11400000,1.0,3.0,13.0,0,1,0,0,1,0
12000000,1.0,3.2,12.0,0,1,0,0,0,1
36500000,2.75,4.0,13.0,0,1,0,0,0,1
24000000,3.0,4.0,16.0,0,1,0,0,0,1
20400000,3.0,4.0,20.0,0,1,0,1,0,0
35700000,2.75,8.5,12.0,0,1,0,0,0,1
16000000,5.0,3.1,14.0,0,1,0,0,1,0
19500000,3.0,2.75,12.0,0,1,0,1,0,0
17000000,3.0,3.2,13.0,0,1,0,1,0,0
38000000,2.75,7.0,10.0,0,1,0,0,0,1
20000000,3.0,3.5,13.0,0,1,0,0,0,1
25000000,2.0,5.5,12.916666666666666,0,0,1,0,0,1
17500000,3.0,3.5,12.0,0,1,0,0,0,1
25000000,3.0,4.0,13.0,0,1,0,0,0,1
59900000,3.0,16.0,26.0,0,1,0,0,1,0
29900000,3.0,4.1,11.2,0,1,0,0,0,1
55000000,2.0,8.2,24.0,0,1,0,0,1,0
26500000,3.0,4.5,13.0,0,1,0,0,1,0
32500000,3.0,4.375,13.0,0,1,0,0,1,0
21500000,4.0,3.4375,14.0,0,1,0,0,1,0
38000000,4.0,7.0,15.0,0,1,0,0,0,1
25000000,4.0,4.75,12.0,0,1,0,0,0,1
24000000,4.0,3.0,20.0,0,1,0,0,0,1
17000000,4.0,3.5,20.0,0,1,0,0,1,0
26000000,3.0,4.3,16.0,0,1,0,0,0,1
29000000,2.75,4.0,14.0,0,1,0,0,0,1
22800000,3.0,4.0,20.0,0,1,0,0,0,1
27500000,4.0,4.0,12.0,0,1,0,0,0,1
22500000,3.0,3.13,12.0,0,1,0,0,0,1
30000000,3.0,6.5,15.0,0,1,0,0,0,1
51500000,3.0,6.0,12.0,0,1,0,0,0,1
33000000,3.0,5.0,15.0,0,1,0,0,0,1
40000000,4.0,7.0,13.0,0,1,0,0,0,1
18200000,3.0,3.1,13.0,0,1,0,0,0,1
17700000,4.0,3.5,13.0,0,1,0,0,0,1
17000000,2.75,3.0,13.0,0,1,0,0,0,1
29800000,3.0,6.0,13.0,0,1,0,0,0,1
21000000,3.0,3.5,13.0,0,1,0,0,0,1
34000000,3.0,6.0,13.0,0,1,0,0,0,1
19900000,2.75,3.0,12.0,0,1,0,0,0,1
16800000,3.0,3.0,13.0,0,1,0,0,0,1
63000000,4.0,12.875,13.0,0,1,0,0,0,1
14200000,2.0,3.625,13.0,0,1,0,0,0,1
20000000,3.0,3.0625,16.0,0,0,1,0,0,1
19500000,3.0,3.2,13.0,0,1,0,0,0,1
21000000,2.0,3.1,18.0,0,1,0,0,0,1
100000000,3.0,10.1,20.0,0,1,0,0,0,1
22500000,4.0,3.0625,10.0,0,1,0,0,0,1
37000000,3.0,4.0,12.0,0,1,0,0,0,1
19000000,3.0,3.875,20.0,0,1,0,0,0,1
45000000,3.0,9.0,12.0,0,1,0,0,0,1
16500000,3.0,4.0,12.0,0,1,0,0,0,1
88000000,3.0,15.625,20.0,0,1,0,0,0,1
29000000,5.0,4.2,10.0,0,1,0,0,0,1
55000000,4.0,7.0,20.0,0,1,0,0,0,1
36000000,3.5,3.2,13.0,0,1,0,0,0,1
24000000,3.0,3.2,13.0,0,1,0,0,0,1
12000000,1.0,3.0,13.0,0,1,0,0,0,1
45000000,4.0,4.125,14.904761904761905,0,1,0,0,0,1
20000000,3.0,5.0,13.0,0,1,0,0,0,1
16000000,3.0,3.0,13.0,0,0,1,0,0,1
37500000,6.0,2.875,12.0,0,1,0,0,0,1
26000000,3.0,4.125,12.0,0,1,0,0,0,1
17500000,3.0,4.622352081811541,20.0,0,1,0,0,0,1
25000000,3.0,4.75,13.0,0,0,1,0,0,1
28500000,2.0,5.25,18.0,0,1,0,0,0,1
14500000,2.0,5.1875,13.0,0,0,1,0,0,1
27500000,3.0,5.1875,13.0,0,1,0,0,0,1
55000000,2.75,9.934258582907232,20.0,0,1,0,0,0,1
16500000,10.0,3.944485025566107,20.0,0,0,1,0,0,1
65000000,3.0,12.0,13.0,0,1,0,0,0,1
47500000,2.75,3.0625,36.08924,0,1,0,0,0,1
35000000,3.0,4.5,20.0,0,1,0,0,0,1
20000000,3.0,3.75,20.0,0,1,0,0,0,1
25000000,4.0,8.765522279035793,13.0,0,1,0,0,0,1
49500000,3.0,9.0,10.0,0,1,0,0,0,1
18000000,2.0,6.0,20.0,0,1,0,0,0,1
43500000,3.0,3.5625,20.0,0,1,0,0,0,1
35000000,3.0,7.1,14.0,1,0,0,0,0,1
60000000,3.0,12.0,13.0,0,1,0,0,0,1
38000000,3.0,6.1,14.0,0,1,0,0,0,1
70000000,2.0,12.25,20.0,0,1,0,0,0,1
41500000,3.0,8.25,14.0,0,1,0,0,0,1
22500000,2.75,4.0,20.0,1,0,0,0,0,1
40100000,2.0,4.9375,14.0,0,1,0,0,0,1
16500000,3.0,3.0,10.0,0,1,0,0,0,1
55000000,2.0,5.25,20.0,0,1,0,0,0,1
26000000,3.0,6.25,15.0,0,1,0,0,0,1
33000000,3.5,7.1,10.0,0,0,1,0,0,1
55000000,2.0,7.5,13.0,0,1,0,0,0,1
62500000,3.0,15.0,13.0,0,1,0,0,0,1
35000000,3.0,7.5,18.0,1,0,0,0,0,1
36500000,3.0,11.75,18.0,0,1,0,0,0,1
26000000,2.75,5.0,15.0,0,1,0,0,0,1
19000000,2.75,4.0,15.0,0,1,0,0,0,1
25000000,2.75,5.0,15.0,0,1,0,0,0,1
20000000,2.75,5.0,15.0,0,1,0,0,0,1
29000000,2.75,5.0,12.0,0,1,0,0,0,1
29000000,2.75,4.25,15.0,0,0,1,0,0,1
40000000,2.75,12.0,10.0,0,0,1,0,0,1
18000000,2.75,3.5,13.0,0,1,0,0,0,1
23000000,2.75,5.625,16.0,0,0,1,0,0,1
35000000,2.75,11.0,20.0,0,1,0,0,0,1
35000000,2.75,7.0,20.0,0,1,0,0,0,1
45000000,2.75,4.0,30.0,0,1,0,0,0,1
21000000,2.75,4.5,16.0,0,0,1,0,0,1
28000000,2.75,4.5,13.0,0,0,1,0,0,1
32500000,5.0,3.0,25.0,0,1,0,0,0,1
12000000,2.0,2.5,13.0,0,1,0,0,0,1
27000000,2.0,8.0,12.0,0,1,0,0,0,1
72500000,3.0,13.0,12.0,0,1,0,0,0,1
